time,nino34_anom,pred
2007-09-01,-1.1100000143051147,-0.97514415
2007-10-01,-1.3899999856948853,-1.4949226
2007-11-01,-1.5399999618530271,-1.27397
2007-12-01,-1.5800000429153442,-1.6115702
2008-01-01,-1.6799999475479126,-1.5716199
2008-02-01,-1.6699999570846558,-1.5834733
2008-03-01,-1.2100000381469729,-1.2215436
2008-04-01,-0.9900000095367432,-1.0318379
2008-05-01,-0.8399999737739563,-0.79896086
2008-06-01,-0.6800000071525574,-0.6589431
2008-07-01,-0.3000000119209289,-0.37946802
2008-08-01,-0.1299999952316284,-0.12380826
2008-09-01,-0.25,-0.16347036
2008-10-01,-0.3499999940395355,-0.24509692
2008-11-01,-0.4600000083446502,-0.49133915
2008-12-01,-0.8600000143051147,-0.8346732
2009-01-01,-0.8899999856948853,-1.0515312
2009-02-01,-0.7900000214576721,-0.8090832
2009-03-01,-0.6899999976158142,-0.6747299
2009-04-01,-0.3499999940395355,-0.41920966
2009-05-01,0.0599999986588954,-0.047417335
2009-06-01,0.3100000023841858,0.34330133
2009-07-01,0.4799999892711639,0.42907456
2009-08-01,0.5600000023841858,0.5759375
2009-09-01,0.6800000071525574,0.62362474
2009-10-01,0.8899999856948853,0.9824926
2009-11-01,1.4600000381469729,1.319393
2009-12-01,1.7400000095367432,1.8491865
2010-01-01,1.5199999809265137,1.6020555
2010-02-01,1.25,1.293691
2010-03-01,0.8999999761581421,0.952521
2010-04-01,0.3799999952316284,0.47413304
2010-05-01,-0.2199999988079071,-0.112133995
2010-06-01,-0.6899999976158142,-0.5273919
2010-07-01,-1.0700000524520874,-0.9780546
2010-08-01,-1.3899999856948853,-1.3299817
2010-09-01,-1.600000023841858,-1.6636033
2010-10-01,-1.690000057220459,-1.5908675
2010-11-01,-1.6399999856948853,-1.5969137
2010-12-01,-1.600000023841858,-1.7358656
2011-01-01,-1.5399999618530271,-1.806244
